congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
118,Senate,21708,47,0,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.634,-0.074,-44.30951,0.88419,360,22,,0.62,-0.038
118,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.395,-0.102,-77.18374,0.79367,334,37,,0.359,-0.071
118,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.4,0.383,-50.46436,0.86169,339,20,,0.45,0.237
118,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.395,0.453,-63.72314,0.84061,367,31,,0.505,0.386
118,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.426,-0.102,-28.06562,0.92676,369,10,,-0.28,0.105
118,Senate,42304,24,0,OH,200,,,"VANCE, James David",V000137,1984,,0.845,-0.534,-61.90832,0.8416,359,33,,0.843,-0.537
118,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.6,0.137,-56.50742,0.85907,372,28,,0.564,0.039
118,Senate,21355,53,0,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.538,0.218,-53.4833,0.86194,360,22,,0.502,0.293
118,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.33,-0.482,-15.59465,0.95916,374,9,,-0.357,-0.655
118,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.445,-0.734,-30.18554,0.91957,360,10,,-0.409,-0.854
118,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.313,0.165,-7.76651,0.97848,357,1,,-0.29,-0.061
118,Senate,42301,14,0,PA,100,,,"FETTERMAN, John Karl",F000479,1969,,-0.312,-0.005,-12.34987,0.95788,287,4,,-0.315,0.006
118,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.367,-0.173,-6.13054,0.98378,375,2,,-0.369,-0.151
118,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.355,-0.086,-5.23278,0.98577,365,1,,-0.406,-0.053
118,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.63,-0.001,-31.77092,0.88621,263,8,,0.643,0.086
118,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.37,-0.276,-145.11365,0.66293,353,80,,0.321,-0.374
118,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.429,0.223,-52.37939,0.86964,375,21,,0.38,0.641
118,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.349,0.099,-75.57859,0.81297,365,24,,0.258,0.304
118,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.628,0.151,-36.03482,0.90373,356,12,,0.665,0.138
118,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959,,0.677,-0.096,-38.63361,0.89406,345,14,,0.628,0.084
118,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.471,-0.079,-65.72107,0.83481,364,31,,0.44,0.016
118,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.79,-0.195,-48.70598,0.86653,340,26,,0.681,0.018
118,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.891,-0.454,-55.40991,0.85397,351,37,,0.882,-0.472
118,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.288,0.309,-59.20441,0.84874,361,21,,0.268,0.394
118,Senate,20750,6,0,VT,100,,,"WELCH, Peter",W000800,1947,,-0.41,-0.377,-20.53146,0.94545,366,12,,-0.521,-0.626
118,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.542,-0.404,-73.91114,0.80306,337,27,,-0.864,-0.504
118,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.206,-0.053,-11.20113,0.97018,370,4,,-0.302,0.001
118,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.245,-0.066,-14.76995,0.96128,374,5,,-0.257,-0.13
118,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.305,-0.407,-8.83005,0.97629,368,2,,-0.391,-0.094
118,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.303,-5.93244,0.98401,368,1,,-0.339,-0.15
118,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.278,0.132,-65.44045,0.83627,366,18,,0.296,0.325
118,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.057,0.399,-57.18142,0.85572,367,13,,-0.024,0.292
118,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.492,-0.133,-21.92172,0.94277,372,9,,-0.348,-0.206
118,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.636,-0.14,-42.81524,0.88845,362,14,,0.699,-0.01
118,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954,,0.693,-0.338,-51.55849,0.8623,348,27,,0.687,-0.155
118,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.537,0.222,-19.8799,0.93193,282,3,,0.514,0.362
